content,label
"High court overturns NT housing policy which tripled rent in some remote Indigenous communities <p>Rental changes were introduced in Northern Territory without giving notice to tenants, which the court unanimously ruled was a denial of procedural fairness</p><ul><li><p><a href=""https://www.theguardian.com/australia-news/live/2025/dec/03/australia-news-live-bruce-lehrmann-defamation-appeal-brittany-higgins-lisa-wilkinson-network-ten-senate-estimates-social-media-ban-esafety-commissioner-albanese-sussan-ley-labor-coalition-nsw-vic-qld-ntwnfb"">Follow our Australia news live blog for latest updates</a></p></li><li><p>Get our <a href=""https://www.theguardian.com/email-newsletters?CMP=cvau_sfl"">breaking news email</a>, <a href=""https://app.adjust.com/w4u7jx3"">free app</a> or <a href=""https://www.theguardian.com/australia-news/series/full-story?CMP=cvau_sfl"">daily news podcast</a></p></li></ul><p>A public housing policy which saw tenants in the Northern Territory charged a flat rental rate based on the number of bedrooms in their home has been ruled unlawful by the high court, after a three-year challenge brought by residents from two remote Indigenous communities.</p><p>The Remote Rental Framework, introduced in stages by the NT government between December 2021 and February 2023, raised rent by up to 200% for two-thirds of Aboriginal tenants living in remote communities in the NT, with more than 5,300 homes affected.</p> <a href=""https://www.theguardian.com/australia-news/2025/dec/03/australia-high-court-overturns-housing-policy-which-tripled-rent-in-some-remote-indigenous-communities"">Continue reading...</a>",real
"YouTube says it will comply with Australia’s under-16s social media ban, with Lemon8 to also restrict access <p>Australia’s under-16s social media ban might take weeks to work but all platforms are on notice, government says</p><ul><li><p><a href=""https://www.theguardian.com/australia-news/live/2025/dec/03/australia-news-live-bruce-lehrmann-defamation-appeal-brittany-higgins-lisa-wilkinson-network-ten-senate-estimates-social-media-ban-esafety-commissioner-albanese-sussan-ley-labor-coalition-nsw-vic-qld-ntwnfb"">Follow our Australia news live blog for latest updates</a></p></li><li><p>Get our <a href=""https://www.theguardian.com/email-newsletters?CMP=cvau_sfl"">breaking news email</a>, <a href=""https://app.adjust.com/w4u7jx3"">free app</a> or <a href=""https://www.theguardian.com/australia-news/series/full-story?CMP=cvau_sfl"">daily news podcast</a></p></li></ul><p>YouTube will comply with the federal government’s under-16s social media ban, but its parent company Google has warned the laws “won’t keep teens safer online” and “fundamentally misunderstands” how children use the internet.</p><p>But the communications minister, Anika Wells, said YouTube had a responsibility to keep its platform safe, calling its warnings “outright weird”.</p> <a href=""https://www.theguardian.com/australia-news/2025/dec/02/australian-children-moving-to-new-social-app-lemon8-but-owner-expected-to-restrict-users-to-over-16s"">Continue reading...</a>",real
"Victorian Labor to introduce stand-alone coercive control offence in backflip to match opposition policy <p><strong>Exclusive: </strong>Allan government acknowledges ‘more must be done’ and will introduce new offence despite insisting laws already protect against it</p><ul><li><p><a href=""https://www.theguardian.com/australia-news/live/2025/dec/03/australia-news-live-bruce-lehrmann-defamation-appeal-brittany-higgins-lisa-wilkinson-network-ten-senate-estimates-social-media-ban-esafety-commissioner-albanese-sussan-ley-labor-coalition-nsw-vic-qld-ntwnfb"">Follow our Australia news live blog for latest updates</a></p></li><li><p>Get our <a href=""https://www.theguardian.com/email-newsletters?CMP=cvau_sfl"">breaking news email</a>, <a href=""https://app.adjust.com/w4u7jx3"">free app</a> or <a href=""https://www.theguardian.com/australia-news/series/full-story?CMP=cvau_sfl"">daily news podcast</a></p></li></ul><p>The Victorian government will introduce a stand-alone coercive control offence in 2026, marking a major policy reversal after the <a href=""https://www.theguardian.com/australia-news/2025/nov/18/jess-wilson-victorian-liberal-party-who-is-new-opposition-leader-should-labor-be-worried"">new opposition leader, Jess Wilson</a>, made the reform her first election commitment.</p><p>Wilson last week announced she would create the offence within her first 100 days in office if the Coalition wins the election in November 2026.</p> <a href=""https://www.theguardian.com/australia-news/2025/dec/03/victoria-labor-allan-coercive-control-backflip-jess-wilson"">Continue reading...</a>",real
"Wednesday briefing: ​​Does the new ​U​S plan put ​Ukraine and ​Russia on the path to peace​? <p>In today’s newsletter: With US pressure mounting and Ukraine signalling cautious openness, Moscow continues to project military momentum</p><p></p><p>Good morning. On Tuesday, Vladimir Putin welcomed Donald Trump’s special envoy Steve Witkoff to Moscow for talks on ending the war on Ukraine, nearly four years after Russia launched its full-scale invasion.</p><p>The summit came amid intense diplomatic activity. Two weeks ago the US presented a 28-point peace plan to Kyiv that was widely seen as favourable to Moscow. Since then US and Ukrainian officials have met in Geneva and in Florida to rehash the plan. That revised offer was to form the basis of discussions at the summit.</p><p><em><strong>UK news </strong></em>| The families of those who died in the 1989 Hillsborough disaster have said it is a <a href=""https://www.theguardian.com/football/2025/dec/02/12-police-officers-would-have-faced-gross-misconduct-cases-over-hillsborough-says-watchdog"">“bitter injustice” that no police officer will ever be held accountable</a> for failings set out in the final report of the police watchdog after a 14-year investigation. The Independent Office for Police Conduct (IOPC) found that 12<strong> </strong>officers would have faced proceedings if they had not since retired.</p><p><em><strong>Royal family </strong></em>| The public accounts committee <a href=""https://www.theguardian.com/uk-news/2025/dec/02/crown-estate-inquiry-andrew-mansion-lease"">is to launch an inquiry</a> into the crown estate and its leases on properties to members of the royal family after questions over the letting of Royal Lodge to Andrew Mountbatten-Windsor.</p><p><em><strong>Justice </strong></em>| David Lammy <a href=""https://www.theguardian.com/politics/2025/dec/02/david-lammy-jury-trials-cuts-labour-mps-peers"">has been accused</a> of making a “massive mistake” by Labour MPs and peers after announcing radical plans to cut thousands of jury trials across England and Wales.</p><p><em><strong>Policing </strong></em>| A quarter of police forces in England and Wales are <a href=""https://www.theguardian.com/uk-news/2025/dec/02/quarter-of-police-forces-missing-basic-policies-on-sexual-offences-says-sarah-everard-report"">yet to implement</a> “basic policies for investigating sexual offences”, an official report has found.</p><p><em><strong>Gender </strong></em>| Trans girls will no longer be able to join Girlguiding, <a href=""https://www.theguardian.com/uk-news/2025/dec/02/trans-girls-banned-girlguiding-supreme-court"">the organisation has announced</a>, saying it has made the decision after seeking legal advice as a result of the supreme court ruling on gender earlier this year.</p> <a href=""https://www.theguardian.com/world/2025/dec/03/wednesday-briefing-does-the-new-us-plan-put-ukraine-and-russia-on-the-path-to-peace"">Continue reading...</a>",real
"Russia ‘ready’ for war with Europe, Putin says, as US peace talks end without progress <p>Kremlin aide says Ukraine crisis is no closer to resolution after Witkoff talks, as Russian president accuses European powers of sabotaging peace </p><p>Russia and the US did not make progress toward a peace deal for Ukraine during their talks, a senior aide to Vladimir Putin has said, hours after the Russian president issued threats that Russia was ready for war with Europe.</p><p>In remarks to Russian media, Kremlin aide Yuri Ushakov said that after a five-hour meeting with Trump envoy Steve Witkoff and Trump’s son-in-law Jared Kushner, the two sides were “neither further nor closer to resolving the crisis in Ukraine. There is a lot of work to be done.”</p> <a href=""https://www.theguardian.com/world/2025/dec/02/witkoff-in-moscow-for-talks-as-putin-claims-to-have-taken-key-ukrainian-city"">Continue reading...</a>",real
"Putin says Russia not seeking war with Europe but is ‘ready’ to fight amid peace talks – as it happened <p>This live blog is now closed.</p><ul><li><p><a href=""https://www.theguardian.com/world/2025/dec/02/witkoff-in-moscow-for-talks-as-putin-claims-to-have-taken-key-ukrainian-city"">Russia ‘ready’ for war with Europe, Putin says as peace talks with US begin</a></p></li></ul><p>In parallel to Witkoff’s meeting in Moscow, <strong>we will also follow Volodymyr Zelenskyy’s first visit to Ireland.</strong></p><p><strong>He has arrived in Dublin last night</strong>, and has a busy schedule today, paying a brief visit to the country’s new president <strong>Catherine Connolly</strong>, before meeting with key government figures including the taisoeach, <strong>Micheál Martin</strong>, and addressing both chambers of the Irish parliament in the afternoon.</p> <a href=""https://www.theguardian.com/world/live/2025/dec/02/ukraine-war-live-trump-peace-deal-witkoff-to-meet-putin"">Continue reading...</a>",real
"British military instructor arrested in Ukraine on suspicion of spying for Russia <p>Ross David Cutmore, from Dunfermline, was allegedly recruited to assist in assassinations on Ukrainian soil</p><p>Ukrainian authorities have arrested a British military instructor accused of spying for Russia and plotting assassinations.</p><p>Ross David Cutmore, 40, from Dunfermline, was allegedly recruited by Russia’s intelligence service, the FSB, to “carry out targeted killings on the territory of Ukraine” between 2024 and 2025.</p> <a href=""https://www.theguardian.com/world/2025/dec/02/british-military-instructor-arrested-ukraine-spying-russia"">Continue reading...</a>",real
"Production of French-German fighter jet threatened by rivalries, chief executive says <p>Relations between French company Dassault and the German unit of Airbus are reportedly ‘very strained’</p><p>The leaders of France and Germany have a “strong willingness” to build a new fighter jet together despite bitter internal rivalries, according to the chief executive of engine manufacturer Safran.</p><p>A <a href=""https://www.theguardian.com/commentisfree/2025/oct/08/eu-copenhagen-summit-defence-policy-ukraine-russia"">row over who should lead</a> between French aerospace company Dassault and the German unit of Airbus has threatened to break apart the countries’ efforts to make a next-generation fighter jet.</p> <a href=""https://www.theguardian.com/world/2025/dec/02/production-of-french-german-fighter-jet-threatened-by-rivalries-chief-executive-says"">Continue reading...</a>",real
"More than 200 leading cultural figures call for release of jailed Palestinian leader <p>Group including Margaret Atwood, Ian McKellen and Richard Branson sign open letter to free Marwan Barghouti</p><p>More than 200 leading cultural figures have come together to call for the release of Marwan Barghouti, the jailed Palestinian leader seen as capable of uniting factions and bringing the best hope to the stalled mission of creating a Palestinian state.</p><p>The prestigious and diverse group calling for his release in an open letter includes a variety of prominent names, including the writers Margaret Atwood, Philip Pullman, Zadie Smith and Annie Ernaux; actors Sir Ian McKellen, Benedict Cumberbatch, Tilda Swinton, Josh O’Connor and Mark Ruffalo, and the broadcaster and former footballer Gary Lineker.</p> <a href=""https://www.theguardian.com/world/2025/dec/03/leading-cultural-figures-call-for-release-jailed-palestinian-leader-marwan-barghouti"">Continue reading...</a>",real
"Iran sentences award-winning director Jafar Panahi to year in prison for ‘propaganda activities’ <p>Iranian film-maker won Cannes film festival’s Palme D’Or prize earlier this year for It Was Just an Accident</p><p>Iran has sentenced the Palme d’Or-winning film-maker Jafar Panahi in absentia to one year in prison and a travel ban over “propaganda activities” against the country.</p><p>The sentence includes a two-year ban on leaving Iran and prohibition of Panahi from membership of any political or social groups, his lawyer Mostafa Nili said, adding that they would file an appeal.</p> <a href=""https://www.theguardian.com/world/2025/dec/01/iran-sentences-award-winning-director-prison-jafar-panahi"">Continue reading...</a>",real
"Israeli settlers attack and rob Italian and Canadian volunteers in West Bank <p>Group beaten in early hours of morning in village where they volunteered to help protect Palestinians from settler violence</p><p>Italy and Canada have raised concerns about the treatment of their citizens who were beaten and robbed by Israeli settlers in the occupied <a href=""https://www.theguardian.com/world/west-bank"">West Bank</a>.</p><p>Three Italians and a Canadian were attacked early on Sunday morning in the village of Ein al-Duyuk, near Jericho, where they had volunteered to help protect the Palestinian population from intensifying settler violence.</p> <a href=""https://www.theguardian.com/world/2025/dec/01/italian-canadian-volunteers-beaten-robbed-israeli-settlers-west-bank"">Continue reading...</a>",real
"Sri Lanka braced for more damage after torrential rain kills hundreds across Asia <p>Meanwhile, Iran grapples with one of worst droughts and temperatures fall 10C below normal in US</p><p>More heavy rainfall is expected in Sri Lanka in the coming days, likely resulting in further damage across the country. It comes after <a href=""https://www.theguardian.com/world/2025/nov/30/indonesia-thailand-floods"">torrential rainfall in south-east Asia</a> triggered catastrophic flash floods and landslides that have affected millions, killing more than 300 people in Indonesia and 160 in Thailand, with hundreds more still missing.</p><p>Parts of North Sumatra, Indonesia, were hit with rainfall totals of 800mm over four days, with other areas also experiencing heavy rainfall.</p> <a href=""https://www.theguardian.com/environment/2025/dec/01/sri-lanka-braced-for-more-damage-after-torrential-rain-floods-kills-hundreds-across-asia"">Continue reading...</a>",real
"‘I have been defeated’: hundreds of Palestinians face eviction from East Jerusalem <p>Residents in Batn al-Hawa have all but given up hope and blame the Gaza war which, they say, has created ‘an atmosphere of hate’ towards them</p><p>The dome of the al-Aqsa mosque gleamed in the late afternoon autumnal sun as Zohair Rajabi looked out from his balcony towards the skyline of Jerusalem’s Old City. Christian pilgrims spilled out of buses, while observant Jewish worshippers gathered outside the gate to the Western Wall.</p><p>New flags now fly a few metres from Rajabi’s home. Blue and white and bearing the Star of David, they mark where residents <a href=""https://www.haaretz.com/israel-news/2025-11-09/ty-article/.premium/two-palestinian-families-evicted-from-their-homes-in-east-jerusalems-silwan/0000019a-6a02-dece-a1fe-7fe7f73d0000"">were evicted recently</a> from their homes by Israeli police. After more than 20 years of activism, Rajabi knows his days in Batn al-Hawa, a predominantly Palestinian neighbourhood less than a mile south of the Old City, are almost certainly numbered.</p> <a href=""https://www.theguardian.com/world/2025/dec/01/i-have-been-defeated-hundreds-of-palestinians-face-eviction-from-east-jerusalem"">Continue reading...</a>",real
"Indian order to preload state-owned app on smartphones sparks political outcry <p>Apple among big tech companies reportedly refusing to install Sanchar Saathi cybersecurity app on their devices</p><p>A political outcry has erupted in India after the government mandated large technology companies to install a state-owned app on smartphones that has led to surveillance fears among opposition MPs and activists.</p><p>Manufacturers including Apple, Samsung and Xiomi have 90 days to comply with the order to preload the government’s Sanchar Saathi, or Communication Partner, on every phone in India.</p> <a href=""https://www.theguardian.com/world/2025/dec/02/indian-order-preload-state-owned-sanchar-saathi-app-smartphones-political-outcry"">Continue reading...</a>",real
"‘We have to rebuild from scratch’: Sri Lankans relive the devastation of Cyclone Ditwah <p>Many uncertain about the future after losing everything in the country’s deadliest natural disaster for years</p><p>When the rains began, Layani Rasika Niroshani was not worried. The 36-year-old mother of two was used to the heavy monsoon showers that drench <a href=""https://www.theguardian.com/world/srilanka"">Sri Lanka</a>’s hilly central region of Badulla every year. But as it kept pounding down without stopping, the family started to feel jittery.</p><p>Some relocated to a relative’s house, but her brother and his wife decided to stay behind to collect the valuables. As they were inside, a landslide hit the family home.</p> <a href=""https://www.theguardian.com/world/2025/dec/02/we-were-all-very-scared-sri-lankans-relive-the-devastation-of-cyclone-ditwah"">Continue reading...</a>",real
"India orders phone makers to preload devices with state-owned cyber safety app <p>Critics voice concern as government says its Sanchar Saathi app combats cybersecurity threats for 1.2bn telecom users</p><p>India’s telecoms ministry has privately asked smartphone makers to preload all new devices with a state-owned cybersecurity app that cannot be deleted, a government order showed, a move likely to antagonise Apple and privacy advocates.</p><p>In tackling a recent surge of cybercrime and hacking, India is joining authorities worldwide, most recently in Russia, to frame rules blocking the use of stolen phones for fraud or promoting state-backed government service apps.</p> <a href=""https://www.theguardian.com/technology/2025/dec/01/india-phone-sanchar-saathi-app-cybersecurity"">Continue reading...</a>",real
"Bangladesh court sentences UK MP Tulip Siddiq to two years in prison in absentia <p>MP for Hampstead and Highgate in London denies allegations and condemns ‘flawed and farcical’ trial</p><ul><li><p><a href=""https://www.theguardian.com/world/2025/dec/01/what-led-to-bangladesh-trial-of-former-uk-minister-tulip-siddiq"">What led to Bangladesh trial of Tulip Siddiq in her absence?</a></p></li></ul><p>A court in Bangladesh has sentenced the British MP Tulip Siddiq to two years in jail after a judge ruled she was complicit in corrupt land deals with her aunt, the country’s deposed prime minister Sheikh Hasina.</p><p>In a ruling on Monday, a judge found Siddiq, the Labour MP for Hampstead and Highgate, guilty of misusing her “special influence” as a British politician to coerce Hasina into giving valuable pieces of land to her mother, brother and sister.</p> <a href=""https://www.theguardian.com/world/2025/dec/01/bangladesh-court-sentences-uk-mp-tulip-siddiq-to-two-years-prison-in-absentia"">Continue reading...</a>",real
"Death toll passes 1,100 in devastating floods across Indonesia, Sri Lanka, Malaysia and Thailand – as it happened <p>This blog is now closed.</p><ul><li><p><a href=""https://www.theguardian.com/world/2025/dec/01/asia-flood-sri-lanka-indonesia-deploy-military"">Full report: Sri Lanka and Indonesia deploy militaries as Asia floods death toll passes 1,100</a></p></li><li><p><a href=""https://www.theguardian.com/world/2025/dec/01/asia-floods-visual-guide-flooding-extreme-weather-cyclones-monsoon"">How cyclones and monsoon rains combined to devastate parts of Asia – visual guide</a></p></li></ul><p>Cyclone Ditwah, which unleashed catastrophic flooding and landslides across Sri Lanka, has brought heavy rain to India’s southern state of <strong>Tamil Nadu</strong>.</p><p>The storm, now about 30 miles off the coast of the city of <strong>Chennai</strong>, the state capital, has weakened into a “deep depression”, according to weather officials, who expect it to weaken even further across the day.</p> <a href=""https://www.theguardian.com/world/live/2025/dec/01/death-toll-floods-indonesia-sri-lanka-malaysia-thailand-latest-updates-news-live"">Continue reading...</a>",real
"Final Hillsborough report provides closure but not consequences <p>Failings of legal system mean 97 people were unlawfully killed, but no one will be held accountable</p><p>When the Independent Office for Police Conduct <a href=""https://www.theguardian.com/football/2025/dec/02/12-police-officers-would-have-faced-gross-misconduct-cases-over-hillsborough-says-watchdog"">published the final report</a> on its mammoth investigation into the Hillsborough disaster, the response from bereaved families and survivors was conflicted.</p><p>Some of the IOPC’s findings could be regarded as historic, in particular that 12 former officers would have had cases to answer for gross misconduct, including Peter Wright, the chief constable of South Yorkshire police at the time of the 1989 disaster.</p> <a href=""https://www.theguardian.com/uk-news/2025/dec/03/hillsborough-disaster-report-closure-not-consequences"">Continue reading...</a>",real
"Tesla privately warned UK that weakening EV rules would hit sales <p>Elon Musk-owned electric carmaker also called for support for the secondhand market, documents reveal</p><ul><li><p><a href=""https://www.theguardian.com/business/live/2025/dec/02/ai-valuations-risk-financial-stability-bank-of-england-stock-markets-house-prices-business-live-news-updates"">Business live – latest updates</a></p></li></ul><p>Tesla privately warned the UK government that weakening electric vehicle rules would hit battery car sales and risk the country missing its carbon dioxide targets, according to newly revealed documents.</p><p>The US electric carmaker, run by Elon Musk, also called for “support for the used-car market”, according to submissions to a government consultation earlier this year obtained by the <a href=""https://www.fastcharge.email/"">Fast Charge,</a> a newsletter covering electric cars.</p> <a href=""https://www.theguardian.com/technology/2025/dec/03/tesla-uk-ev-rules-sales-elon-musk-electric-car"">Continue reading...</a>",real
"National Trust launches fundraiser to help buy land around Cerne Giant <p>Deal expected to pave way for further scientific study, boost conservation and open up access to Dorset chalk figure</p><p>The mystery of when, how and – perhaps most importantly – why a giant naked figure was carved into a dizzyingly steep hillside in the English West Country has been a source of wonder and intrigue for centuries.</p><p>Future generations may come closer to solving the puzzle of the <a href=""https://www.nationaltrust.org.uk/visit/dorset/cerne-giant"">Cerne Giant</a> after the National Trust stepped in to buy 340 acres of land around the 55-metre (180ft) figure.</p> <a href=""https://www.theguardian.com/uk-news/2025/dec/03/national-trust-fundraiser-land-around-cerne-giant-dorset"">Continue reading...</a>",real
"Numbers leaving A&E without treatment triples in six years <p>Soaring demand has led to ‘shocking’ rise in untreated patients leaving NHS emergency departments in England, data shows</p><p>The number of people in England walking out of A&amp;E without treatment has tripled in the past six years, new figures show.</p><p>Analysis of NHS data by the Royal College of Nursing shows soaring demand for urgent hospital care and long waits has led to what it describes as a “shocking” rise in the number of patients leaving emergency departments untreated.</p> <a href=""https://www.theguardian.com/society/2025/dec/03/numbers-leaving-ae-without-treatment-triples-in-six-years"">Continue reading...</a>",real
"Quality of migraine care dependent on ethnicity, UK survey finds <p>Ethnic minority people more likely to experience poor treatment and even racism, Migraine Trust research shows</p><p>People from ethnic minority backgrounds are more likely to experience worse migraine care and to fear discrimination because of their condition, a survey by a leading UK charity has found.</p><p>Migraines are characterised by a severe headache, alongside other symptoms including dizziness, numbness and vision problems. About one in seven people in the UK are affected by the condition.</p> <a href=""https://www.theguardian.com/society/2025/dec/03/quality-of-migraine-care-dependent-on-ethnicity-uk-survey-finds"">Continue reading...</a>",real
"Republican Matt Van Epps wins US House special election in Tennessee <p>Van Epps defeats Aftyn Behn in congressional election closely watched for signs of Republican weakness</p><p>Republican Matt Van Epps defeated Democrat Aftyn Behn in a <a href=""https://www.theguardian.com/us-news/2025/dec/01/tennessee-democrats-congressional-race"">congressional special election</a> in the western Nashville suburbs, which was being closely watched for signs of Republican weakness going into congressional midterms next year.</p><p>The Associated Press called the race at 9.47 EST with Van Epps holding a 52% to 46% lead.</p> <a href=""https://www.theguardian.com/us-news/2025/dec/02/tennessee-special-election"">Continue reading...</a>",real
"Trump administration pauses all immigration applications from 19 non-European countries <p>Pause, including Afghanistan and Somalia, indicates plan to tie US security to increased focus on legal immigration</p><p>The <a href=""https://www.theguardian.com/us-news/trump-administration"">Trump administration</a> on Tuesday said it had paused all immigration applications, including green card and US citizenship processing, filed by immigrants from 19 non-European countries, citing concerns over national security and public safety.</p><p>The pause applies to people from 19 countries that were already subjected to a partial travel ban in June, placing further restrictions on immigration – a core feature of <a href=""https://www.theguardian.com/us-news/donaldtrump"">Donald Trump</a>’s political platform.</p> <a href=""https://www.theguardian.com/us-news/2025/dec/02/trump-administration-pause-immigration"">Continue reading...</a>",real
"Trump claims to void all documents signed by Biden, citing autopen use <p>Presidents of both major parties have used the device and experts called into question legality of Trump’s move </p><p><a href=""https://www.theguardian.com/us-news/donaldtrump"">Donald Trump</a> said on Tuesday he is terminating all documents, including pardons, that he said his predecessor <a href=""https://www.theguardian.com/us-news/joebiden"">Joe Biden</a> signed using an autopen – an unprecedented attempt to rollback a previous president’s actions using what legal thinkers view as a flimsy pretext.</p><p>The autopen is a device used to replicate a person’s signature with precision, typically for high-volume or ceremonial documents. It has been employed by presidents of both major parties to sign letters and proclamations.</p> <a href=""https://www.theguardian.com/us-news/2025/dec/02/trump-biden-autopen-pardons"">Continue reading...</a>",real
"‘Iconic swamp king’: San Francisco’s beloved albino alligator dies aged 30 <p>Claude, the de facto mascot for a local museum, was the subject of a children’s book and regularly received fan mail</p><p>Claude, the beloved albino alligator who called the California Academy of Sciences home for the better part of two decades, has died at age 30.</p><p>The San Francisco museum announced his death on Tuesday and said that the reptile had in recent weeks received treatment for a “suspected infection”. Claude, with his unusual white scales, had become a sort of mascot for the academy and the city. He was the subject of a children’s book and regularly received fan mail and gifts from around the world, the museum said.</p> <a href=""https://www.theguardian.com/us-news/2025/dec/02/san-francisco-claude-albino-alligator"">Continue reading...</a>",real
"San Francisco sues food giants over ultra-processed products <p>City argues corporations profit while communities bear the cost of diseases linked to ultra-processed foods</p><p>San Francisco filed the nation’s first government lawsuit against food manufacturers over <a href=""https://www.theguardian.com/society/ultra-processed-foods"">ultra-processed foods</a> (UPFs) on Tuesday, arguing that local governments have been shouldering the costs of treating diseases that stem from public consumption of the companies’ products.</p><p>The city’s attorney, David Chiu, sued 10 corporations that create some of the country’s most popular food and drinks, from chicken nuggets and frozen pizzas to potato chips and sugary breakfast cereals – but also foods like breads and granola bars that are marketed as “healthy”.</p> <a href=""https://www.theguardian.com/society/2025/dec/02/ultra-processed-foods-lawsuit-san-francisco"">Continue reading...</a>",real
"Martial law: Year after South Korea imposed it, where else is it in force? From Ukraine to Myanmar to Burkina Faso, Al Jazeera examines martial law and the impact on civilians.",real
"LIVE: Israeli forces kill 357 Palestinians in 50 days of ceasefire in Gaza Children, photojournalist among Palestinians killed by Israeli forces across Gaza and the occupied West Bank.",real
Sabrina Carpenter condemns ‘evil’ use of her music in White House video Publisher of beloved children’s character Franklin the Turtle also disavowed the Trump administration&#039;s use of artwork.,real
Africa’s oldest leaders are governing the world’s youngest populations Africa’s youngest citizens are ruled by leaders in their 80s and 90s. Some are reshaping the system to hold on to power.,real
Trump says he has revoked Biden’s autopen pardons: But can he do it? Legal experts say there is no basis in the US Constitution for a president to revoke pardons.,real
"Venezuela denounces US-ordered ‘forced sale’ of oil company Citgo A Delaware judge has ordered the sale to settle debts, as Venezuela says US military buildup is targeting its oil.",real
"Colombia’s Petro invites Trump to cocaine lab demolition amid attack threat Colombian president chides Trump, saying 18,400 cocaine laboratories have been destroyed &#039;without missiles&#039; fired.",real
US defence chief says he did not see survivors before follow-up boat strike US Secretary of Defense Peter Hegseth defends controversial second strike on alleged drug boat in the Caribbean Sea.,real
Trump administration threatens to withhold food assistance from 21 states The threat comes as the federal government seeks to enforce a demand that states turn over data about SNAP recipients.,real
"Trump and Lula hold phone call to discuss US tariffs on Brazil, sanctions US president has warmed to Brazil&#039;s left-wing leader since imposing 50 percent tariffs on the South American country.",real
"Russia-Ukraine war: List of key events, day 1,378 These are the key developments from day 1,378 of Russia’s war on Ukraine.",real
"US Justice Department seeks to dismiss lawsuit over Maurene Comey’s firing Comey alleges that the Trump administration fired her for political reasons, including her family ties to James Comey.",real
Ilhan Omar denounces Donald Trump for calling Somali immigrants ‘garbage’ Congresswoman Omar calls Trump&#039;s comments about her &#039;creepy&#039; after the US president launches into an anti-Somali tirade.,real
‘No compromise’ on territory after Ukraine talks with US: Russian official Comments come after long meeting between Russian President Vladimir Putin and two senior US officials in Moscow.,real
"Honduras election council member accuses colleague of ‘intimidation’ Cossette Lopez-Osorio, a member of the right-wing National Party, denounced her left-wing colleague Marlon Ochoa.",real
"Barcelona extend lead at top of La Liga with 3-1 win over Atletico Madrid Barca recover from a goal down to win, with strikes from Raphinha, Dani Olmo and Ferran Torres.",real
Can former colonial powers be held accountable for past atrocities? Algerian Foreign Minister Ahmed Attaf said Algeria&#039;s experience under French rule highlighted the need for compensation.,real
"‘Antisemite of the Year’: Pro-Israel group slams kids’ YouTuber Ms. Rachel Kids’ Youtuber Rachel Accurso, known as Ms. Rachel, has been nominated for ‘Antisemite of the Year’ by StopAntisemitism.",real
"Putin meets with Witkoff, Kushner to discuss Ukraine peace plan Russian President Vladimir Putin met with US envoy Steve Witkoff to discuss the Ukraine peace effort.",real
"Report finds widespread police failings over UK’s Hillsborough disaster After the latest probe, families who lost relatives in the 1989 football stadium crush say they will never get justice.",real
"Politician Ayachi Hammami latest arrest in Tunisia opposition crackdown Tunisia opposition says charges are fabricated, as police enforce a five-year prison sentence.",real
Hegseth vows more boat strikes amid accusations he broke the law US Secretary of Defense Pete Hegseth is vowing to continue military strikes on vessels in the Caribbean Sea.,real
"Rahmanullah Lakanwal pleads not guilty in US National Guard shooting Judge orders suspected attacker held without bond after fatal shooting in Washington, DC caused &#039;sheer terror&#039;.",real
"OECD warns tariffs, AI will test resilience of the global economy The organisation warns that President Donald Trump has put US fiscal policy on an unsustainable trajectory.",real
Is this the end of the internet? This episode of The Stream asks: Is the internet as we know it on its way out?,real
Palestinians Stream Back to Northern Gaza on Foot Israel allowed displaced Gazans to begin crossing a military zone that bisects the enclave after a deadlock over hostage releases was broken.,real
"Leading China Property Developer Reports Huge loss, in Sign of Widening Real-Estate Woes Troubles at Vanke raise questions about the continued spread of the property crisis and whether the Chinese state will step in.",real
"Freed Israeli Hostages Still Had Shrapnel in Their Bodies From Oct. 7 Attack Some of the women were held alone for extended periods and spent eight months in tunnels, an Israeli medical official said.",real
Suspected Sabotage of Deep-Sea Cable Triggers First NATO-Led Response The alliance mounted its first coordinated response to a suspected sabotage campaign against critical infrastructure after another cable was severed in the Baltic Sea.,real
Rwanda-Backed Rebels Enter Congo's Safe-Haven City Residents of Goma reported gunfire and shelling after rebels overran Congolese troops. U.N. officials estimated that more than one million displaced people were now inside the city.,real
Cocaine-Funded Gangs Shake Colombia Years After Peace Pact Attacks by powerful militias against civilians reflect the state’s inaction eight years after a peace accord removed a powerful rebel group from the field.,real
"Italy Supports Saudi Arabia Joining Fighter-Jet Program, PM Meloni Says The U.K., Italy and Japan have already partnered on the Global Combat Air Programme, which aims to put a new stealth fighter with supersonic capability in the skies by 2035.",real
Shippers Wary of Red Sea Routes Despite Houthi Pledge to End Targeting The world’s top three container operators said they fear instability in Gaza and broader regional tensions mean continued danger.,real
"Kim Jong Un Is Doing Everything He Can to Keep North Korea's Youth in Line The dictator, eager to shut out the influence of Hollywood and K-pop, has been exalting a “shock brigade” of 300,000 teens and 20-somethings drafted into flood reconstruction.",real
"Trump Says Colombia Will Accept Deportees, Ending Tariff Standoff The president has made immigration an early priority to start second term, with ICE making more than 900 arrests Sunday.",real
"Jeju Air Crash Probe Focuses On Engine Damage After Bird Strike Pilots’ actions after that strike are an early focus of the investigation, according to people familiar with the probe.",real
"Germany's Economic Model Is Broken, and No One Has a Plan B The country is focused on exports, but China is slowing imports and U.S. tariff threats are growing. Politicians are offering few alternatives.",real
